Category,Evidence,Quality,autoimmune,Parent,Disease,Syn,SNOMED,ConceptID,Profile,pubmed,Citation,prevtype,Prevalence_Description,prevnotes,min_rate,max_rate, denom , us_cases_min ,us_cases_max,us_cases_mean,rateper100k,Antibodies,Rose_Mackay Citation,Pubmed Evidence (incomplete)
Nervous System,Antibody,Moderate,Autoimmune,Myelin oligodendrocyte glycoprotein antibody-associated disease,Myelin oligodendrocyte glycoprotein antibody-associated disease,N,1237194006,37164973,"Myelin oligodendrocyte glycoprotein disease (MOG) is a recently recognized condition marked by the presence of antibodies against myelin oligodendrocyte glycoprotein (MOG).  The disease differs from multiple sclerosis (MS),  aquaporin-4 (AQP4) antibody disease, and neuromyelitis optica spectrum disorders (NMOSD).  MOG symptoms can range from those of neuromyelitis optica to acute demyelinating encephalomyelitis and cortical encephalitis. A correct diagnosis requires both  specific and sensitive assays for the antibody.  In brain images MOG overlaps with AQP4 antibody NMOSD but can be usually distinguished from MS.  In particular, the silent lesions typical of MS that progressively increase lesion volume are rare in MOG antibody disease. Medium-term immunosuppression appears to be protective. Permanent disability, particularly severe ambulatory and visual disability, is less frequent than in AQP4 antibody NMOSD and usually results from the onset attack. ",https://onlinelibrary.ectrims-congress.eu/ectrims/2019/stockholm/278755/eoin.flanagan.the.epidemiology.of.myelin.oligodendrocyte.glycoprotein.antibody.html,Flanagan 2019,P,"1.6 to 3.42 cases per 100,000",Article not found on Pubmed,1.6,3.42," 100,000 "," 5,333 "," 11,399 "," 8,366 ", 2.5 ,,"There are reports of serum and CSF anti-MBP, anti-MOG, and anti-PLP autoantibodies (Warren and Catz, 1994; Warren et al., 1994; Berger et al., 2003) in patients with MS. Such studies have been challenged due to the possibility of non-specific binding of low-affinity antibodies and observations that high-affinity antibodies against MOG epitopes are only present in a small proportion of patients (Menge et al., 2011). However, using sensitive solution phase assays, high-affinity autoantibodies to MBP and MOG can be detected in the serum and CSF of patients with acute disseminated encephalomyelitis and MS (O'Connor et al., 2003, 2005, 2007; Zhou et al., 2006). A recent study aiming to characterize intrathecal MOG antibodies in MS indicated that the rMOG index, a marker of intrathecal MOG antibody production, may provide complementary information to routine CSF testing in the diagnosis of MS (Klawiter et al., 2010). Moreover, anti-MOG autoantibodies can be eluted from the brain tissue of a subset of patients with MS (O'Connor et al., 2005). Such markers support the ongoing hypothesis of MS as a disease linked to immune dysfunction, ongoing inflammation, and tissue damage and repair.

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Nervous System,Antibody,Moderate,Autoimmune,Myelin oligodendrocyte glycoprotein antibody-associated disease,Anti-MAG disease,S,1237194006,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Antibody,Moderate,Autoimmune,Myelin oligodendrocyte glycoprotein antibody-associated disease,Anti-MOG disease,S,1237194006,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Antibody,Moderate,Autoimmune,Myelin oligodendrocyte glycoprotein antibody-associated disease,MOG antibody disease,S,1237194006,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Antibody,Moderate,Autoimmune,Myelin oligodendrocyte glycoprotein antibody-associated disease,Myelin oligodendrocyte glycoprotein disease,S,1237194006,,,,,,,,,,,0,0,0, -   ,,,
Heart,Antibody,Moderate,Autoimmune,Myocarditis due to autoimmune disease,Coxsackie myocarditis,S,37217002,,,,,,,,,,,0,0,0, -   ,,,
Heart,Antibody,Moderate,Autoimmune,Myocarditis due to autoimmune disease,Myocarditis due to autoimmune disease,N,871640001,321578,"Myocarditis is an inflammation of the heart wall. Myocarditis can affect both the heart's muscle cells and the heart's electrical system, leading to problems with the heart's pumping function and irregular heart rhythms. Myocarditis can also be caused by viral infections or systemic inflammatory conditions such as additional autoimmune disorders. In severe cases of myocarditis, the heart muscle weakens and cannot pump blood effectively to other parts of your body. There are 3 types of myocarditis: acute, chronic, and lymphocytic.

Acute myocarditis is usually caused by a viral infection and can develop suddenly and resolve quickly. Chronic myocarditis takes longer to treat and occurs due to more general inflammatory conditions such as autoimmune diseases. Lymphocytic myocarditis is a rare form of myocarditis and tend to occur after a virus when white blood cells enter and cause inflammation in the heart.",,,,,,,,,0,0,0, -   ,,,
Heart,Antibody,Moderate,Autoimmune,Myocarditis due to autoimmune disease,Autoimmune cardiomyopathy,S,871640001,,,,,,,,,,,0,0,0, -   ,,,
Heart,Antibody,Moderate,Autoimmune,Myocarditis due to autoimmune disease,Autoimmune myocarditis,S,871640001,3656114,"Myocarditis is an inflammation of the heart wall. Myocarditis can affect both the heart's muscle cells and the heart's electrical system, leading to problems with the heart's pumping function and irregular heart rhythms. Myocarditis can also be caused by viral infections or systemic inflammatory conditions such as additional autoimmune disorders. In severe cases of myocarditis, the heart muscle weakens and cannot pump blood effectively to other parts of your body. There are 3 types of myocarditis: acute, chronic, and lymphocytic.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6227754/,Lancet 2018,P,"21.0 to 26.0 cases per 100,000", Global actual estimates converted to US as 4.2% of world ,21,26," 100,000 "," 69,993 "," 86,658 "," 78,326 ", 23.5 ,Tissue specific antibodies/tcells not found,"Thus, autoimmune myocarditis, like most autoimmune diseases, is characterized by the production of multiple organ-specific autoantibodies.

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Musculoskeletal,Antibody,Strong,Autoimmune,Myositis,Myositis,N,26889001,73001,"Myositis and ""inflammatory myopathy"" both mean inflammation of the muscles, which may in turn cause muscle weakness, swelling, and pain. Polymyositis, dermatomyositis, inclusion body myositis, and juvenile myositis are all specific types of myositis that are autoimmune. However, myositis and ""inflammatory myopathy"" are broad terms that means muscle inflammation, and not all forms are autoimmune, and not all individuals diagnosed with myositis or inflammatory myopathy have an autoimmune form of disease. If a cause cannot be acertained, the patient may be diagnosed with an ""idiopathic"" condition, which simply means that the cause of the inflammation has not been found; such patients could eventually be found to have an autoimmune form of the disease.",https://pubmed.ncbi.nlm.nih.gov/25065005/,Meyer 2014,P,"12.84 to 15.46 cases per 100,000",,12.84,15.46," 100,000 "," 42,796 "," 51,528 "," 47,162 ", 14.2 ,,"The autoantibodies elaborated in patients with myositis recognize a family of autoantigens which have important, conserved functions in general cellular processes, and are apparently ubiquitously expressed. Prominent among these functions are protein translation (e.g., amino acyl tRNA synthetases, signal recognition particle; Mathews and Bernstein, 1983; Reeves et al., 1986), gene expression (e.g., components of the nucleosome remodeling and deacetylation complex (NuRD); Targoff and Reichlin, 1985), DNA repair machinery (e.g., double strand break and mismatch repair machinery; Casciola-Rosen et al., 1995, 2001; Suwa et al., 1996), and the exosome complex. Additionally, several autoantigens (e.g., Ro52 and MDA5) are induced by type 1 interferons (Rhodes et al., 2002; Sato et al., 2009). Several observations about the autoantibodies in myositis are notable. With the exception of Ro52 (TRIM 21), patients generally target a single autoantigen. For example, patients with antibodies against an aminoacyl tRNA synthetase recognize only one of the multiple molecules which could be targeted in this family. Similarly, patients with antibodies against the Mi-2 component of the NuRD complex do not recognize autoantigens in the other functional families. Ro52 is an interferon-inducible antigen which is frequently targeted in myositis, and is almost always targeted in association with an autoantigen from a different protein family. For example, >50% of patients with antibodies recognizing an aminoacyl tRNA synthetase also have antibodies against Ro52. Ro52 is also frequently targeted together with antigens in other groups (Rutjes et al., 1997).

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Musculoskeletal,Antibody,Strong,Autoimmune,Myositis,Juvenile myositis,S,26889001,,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Antibody,Strong,Autoimmune,Myositis,Idiopathic inflammatory myopathies,S,702380008,,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Antibody,Strong,Autoimmune,Myositis,Idiopathic inflammatory myopathy,T,702380008,45765443,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Antibody,Strong,Autoimmune,Myositis,autoimmune necrotizing myopathy,T,715863001,37396156,,,,,,,,,,0,0,0, -   ,,,
Musculoskeletal,Antibody,Strong,Autoimmune,Myositis,autoimmune myopathy,T,722991004,36716807,,,,,,,,,,0,0,0, -   ,,,
Vascular system,Immune-mediated,Strong,Autoimmune,Necrotizing vasculitis,Necrotizing vasculitis,N,11791001,4039691,"Vasculitis is an inflammation of blood vessels. When vasculitis is severe, blood cannot reach important organs or tissues. In severe cases, the tissue dies, which is called necrosis, and the term ""necrotizing vasculitis"" is used. It is also called ""systemic vasculitis"" since the severity of the disease can be widespread. 

Necrotizing vasculitis can lead to blood clots, weight loss, loss of weight, exhaustion, depression, fever, and widespread pain that worsens in the morning.
The specific location of vasculitis inflammation determines what tissue or organs (e.g., kidneys, fingers, head) are affected, and the type of vasculitis often depends on the location.  For more information, see the specific forms of vasculitis elsewhere on the website (listed above). ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4252802/,Arora 2014,I,"4.5 cases per 100,000", Incidence - cases per year ,4.5,," 100,000 "," 14,999 "," 14,999 "," 14,999 ", 4.5 ,,"Unclear - only 5 mentions, in passing, in R&M.  BUT THIS:  high titers of rheumatoid factor, and antinuclear antibodies as well as increased levels of gammaglobulins, hypocomplementemia, and increased erythrocyte sedimentation rate are usually detected (Tsokos et al., 1987; Ramos-Casals et al., 2004).

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Acute brachial neuritis,S,3548001,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Brachial neuritis,S,3548001,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Brachial neuropathy,S,3548001,377271,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5721299/,Ohta 2017,P,"1.64 cases per 100,000","The estimated prevalence of Parsonage-Turner syndrome is approximately 1.64 per 100,000",1.64,," 100,000 "," 5,466 "," 5,466 "," 5,466 ", 1.6 ,,Listed as a comorbidity of GBS,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Brachial plexitis,S,3548001,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Brachial plexus disorder,S,3548001,378741,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5721299/,Ohta 2017,P,"1.64 cases per 100,000","The estimated prevalence of Parsonage-Turner syndrome is approximately 1.64 per 100,000",1.64,," 100,000 "," 5,466 "," 5,466 "," 5,466 ", 1.6 ,,Listed as a comorbidity of GBS,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Brachial plexus neuritis,S,3548001,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Brachial radiculitis,S,3548001,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Idiopathic brachial neuritis,S,3548001,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Idiopathic brachial plexus neuropathy,S,3548001,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Neuralgic amyotrophy,N,26609002,377271,"Neuralgic amyotrophy, also known as brachial plexus disorder and Parsonage-Turner syndrome, is a neurological disorder described by sudden onset of serious pain (aching, burning or stabbing pains) in the shoulder and arm. Pain may radiate into the neck and into the hands. The legs or diaphragm may be affected in some cases. PTS is usually triggered by an illness, infection, injury, or environmental factor, and the body creates an autoimmune response. Severe pain may last for a few hours or continue for weeks. Less intense pain can continue for a year or more. Pain is usually worse at night. Weakness of the muscles in the affected areas may develop days or weeks after onset of symptoms. Some people experience a single episode, some experience persistent symptoms, and others may experience symptom-free intervals between episodes.",,,,,,,,,0,0,0, -   ,,,
Nervous System,Unconfirmed,Unconfirmed,Unconfirmed,Neuralgic amyotrophy,Parsonage-Turner Syndrome,S,26609002,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Antibody,Strong,Autoimmune,Neuromyelitis optica,Neuromyelitis optica,N,25044007,380995,"Damage caused by the autoimmune system to the myelin (covering surrounding nerves) of the optical nerves and spine, which affects vision and may also result in other neurological symptoms.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3883026/,Marrie 2013,P,".52 to 4.4 cases per 100,000",,0.52,4.4," 100,000 "," 1,733 "," 14,665 "," 8,199 ", 2.5 ,Aquaporin-4 ,"A serum autoantibody, neuromyelitis optica immunoglobulin (NMO-IgG), was identified in patients with neuromyelitis optica, an inflammatory demyelinating disease similar to, and considered by some to be a variant of, MS affecting the optic nerves and spinal cord, thereby highlighting the importance of the differential diagnosis between MS of NMO and NMO spectrum disorders. NMO and the associated autoantibody (NMO-IgG/anti-aquaporin 4) is discussed further in Chapter 57.

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
Nervous System,Antibody,Strong,Autoimmune,Neuromyelitis optica,NMO,A,25044007,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Antibody,Strong,Autoimmune,Neuromyelitis optica,NMOSD,A,25044007,,,,,,,,,,,0,0,0, -   ,,,
Nervous System,Antibody,Strong,Autoimmune,Neuromyelitis optica,Devic's disease,S,25044007,380995,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3883026/,Marrie 2013,P,".52 to 4.4 cases per 100,000",,0.52,4.4," 100,000 "," 1,733 "," 14,665 "," 8,199 ", 2.5 ,Aquaporin-4 ,"A serum autoantibody, neuromyelitis optica immunoglobulin (NMO-IgG), was identified in patients with neuromyelitis optica, an inflammatory demyelinating disease similar to, and considered by some to be a variant of, MS affecting the optic nerves and spinal cord, thereby highlighting the importance of the differential diagnosis between MS of NMO and NMO spectrum disorders. NMO and the associated autoantibody (NMO-IgG/anti-aquaporin 4) is discussed further in Chapter 57.

The Autoimmune Diseases . Elsevier Science. Kindle Edition. ",
